taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval
Servatrina,0.01,nonHet,600,Servatrina,extant,,,,,,
Shanina,462.85,nonHet,22.97,Shanina,extinct,,,,,,
Shaninopsis,449.1,nonHet,22.65,Shaninopsis,extinct,453,445.2,449.5,443.4,Katian,Hirnantian
Sheldonella,0.01,nonHet,43.1,Sheldonella,extant,23.03,20.44,0.0117,0,Neogene,Holocene
Shistodesmus,0.01,nonHet,53.59,Shistodesmus,,145,100.5,145,100.5,Early Cretaceous,
Siliqua,0.01,Het,131.6333333,Siliqua,extant,145,132.9,0.0117,0,Cretaceous,Cenozoic
Simacia,96.9,nonHet,21.25333333,Simacia,extinct,99.6,93.5,99.6,93.5,Cenomanian,Turonian
Similipecten,0.01,nonHet,32.5,Similipecten,extant,33.9,28.1,0.0117,0,Oligocene,Holocene
Similodonta,428.95,nonHet,16.275,Similodonta,extinct,470,467.3,427.4,423,Middle Ordovician,Ludlow
Simomactra,0.01,Het,103.3,Simomactra,extant,38,33.9,0.126,0,Priabonian,Holocene
Sinonia,96.9,nonHet,32.49,Sinonia,extinct,100.5,93.9,93.5,89.3,Cenomanian,Coniacian
Sinonovacula,0.01,nonHet,92.2,Sinonovacula,extant,,,,,,
Sita,39.65,nonHet,5.985,Sita,extinct,72.1,66,47.8,41.3,Maastrichtian,Lutetian
Slava,424.3,nonHet,46.92,Slava,extinct,438.5,433.4,427.4,419.2,Telychian,Pridoli
Sluha,449.1,nonHet,26.535,Sluha,extinct,478.6,471.8,438.5,433.4,Ordovician,Llandovery
Sogamosa,35.95,nonHet,24.36,Sogamosa,extinct,,,,,,
Sokolowia,35.95,nonHet,130.1,Sokolowia,extinct,55.8,48.6,38,33.9,Eocene,Priabonian
Solamen,0.01,nonHet,44,Solamen,extant,41.3,33.9,0.126,0.0117,Bartonian,Pleistocene
Solecardia,0.01,nonHet,18.8875,Solecardia,extant,13.82,11.62,2.588,0.781,Serravallian,Calabrian
Solecurtus,0.01,nonHet,100,Solecurtus,extant,155.7,150.8,0.0117,0,Kimmeridgian,Cenozoic
Solemya,0.01,nonHet,93,Solemya,extant,425.6,423,0.126,0.0117,Ludfordian,Pleistocene
Solen,0.01,nonHet,184.8,Solen,extant,208.5,201.3,0.0117,0,Rhaetian,Cenozoic
Solena,0.01,Het,160,Solena,extant,66,61.6,2.588,1.806,Paleogene,Gelasian
Soletellina,0.01,Het,123,Soletellina,extant,47.8,41.3,0.126,0.0117,Lutetian,Pleistocene
Solyma,69.05,nonHet,24.53,Solyma,extinct,100.5,93.9,55.8,48.6,Late Cretaceous,Ypresian
Somapecten,148.55,nonHet,21.59,Somapecten,extinct,183,182,152.1,130,Pliensbachian,Hauterivian
Somapteria,154.7,nonHet,29.2,Somapteria,extinct,157.3,152.1,157.3,152.1,Kimmeridgian,
Sowerbya,136.35,nonHet,30.34,Sowerbya,extinct,201.3,196.5,152.1,145,Jurassic,
Sowteria,462.85,nonHet,27.86,Sowteria,extinct,466,457.5,466,457.5,Darriwilian,Sandbian
Spanila,424.3,nonHet,23.81,Spanila,extinct,433.4,430.5,409.1,402.5,Wenlock,Early Devonian
Spaniorinus,0.01,nonHet,8.363888889,Spaniorinus,extant,72.1,66,5.333,3.6,Maastrichtian,Zanclean
Spathochlamys,0.01,nonHet,28.1,Spathochlamys,extant,11.62,7.246,1.806,0.781,Tortonian,Calabrian
Sphaeriola,167.2,nonHet,16.968,Sphaeriola,extinct,254.17,252.17,161.2,155.7,Changhsingian,Kimmeridgian
Sphenia,0.01,Het,30.1,Sphenia,extant,66,61.6,0.0117,0,Cenozoic,
Spheniopsis,0.01,Het,4.424,Spheniopsis,extant,38,33.9,5.333,3.6,Priabonian,Zanclean
Sphenotomorpha,415,nonHet,32.72,Sphenotomorpha,extinct,433.4,419.2,393.3,372.2,Wenlock,Frasnian
Sphenotrigonia,106.75,nonHet,122.5857143,Sphenotrigonia,extinct,122.46,112.03,112.03,109,Aptian,Albian
Spinearca,0.01,nonHet,12,Spinearca,extant,72.1,66,0.0117,0,Maastrichtian,Cenozoic
Spissatella,0.01,Het,43.90666667,Spissatella,extant,66,61.6,5.333,2.588,Paleogene,Neogene
Spisula,0.01,Het,130,Spisula,extant,66,56,0.126,0.0117,Paleogene,Pleistocene
Spondylopecten,148.55,nonHet,12.155,Spondylopecten,extinct,190.8,182.7,150.8,145,Pliensbachian,Late Jurassic
Spondylus,0.01,nonHet,400,Spondylus,extant,251.2,247.2,0.0117,0,Olenekian,Cenozoic
Sportella,18.21,Het,20.835,Sportella,extant,66,61.6,0.126,0.0117,Paleogene,Pleistocene
Spyridoceramus,69.05,nonHet,60.77,Spyridoceramus,extinct,125,100.5,70.6,66,Aptian,Late Cretaceous
Staffinella,167.2,nonHet,23.41764706,Staffinella,extinct,168.3,166.1,152.1,130,Bathonian,Hauterivian
Standella,0.01,Het,80,Standella,extant,56,41.3,0.126,0.0117,Eocene,Pleistocene
Stavelia,0.01,nonHet,146,Stavelia,,,,,,,
Stefaninia,238.5,nonHet,29.98,Stefaninia,extinct,242,237,235,228,Ladinian,Carnian
Stefaniniella,96.9,nonHet,91.87142857,Stefaniniella,extinct,,,,,,
Stegoconcha,57.6,nonHet,159.78,Stegoconcha,extinct,168.3,166.1,145,140.2,Bathonian,Berriasian
Steinmanella,69.05,nonHet,89.71428571,Steinmanella,extinct,152.1,145,83.6,66,Tithonian,Cretaceous
Steinmannia,178.4,nonHet,51.01,Steinmannia,extinct,259.9,252.17,180.1,175.6,Lopingian,Early Jurassic
Stereomactra,0.01,Het,111.7666667,Stereomactra,extinct,,,,,,
Stirpulina,0.01,nonHet,76.98507463,Stirpulina,extant,93.5,89.3,5.333,3.6,Turonian,Zanclean
Stralopecten,0.01,nonHet,101.9,Stralopecten,extinct,3.6,2.588,3.6,0.781,Piacenzian,Calabrian
Streblochondria,257.05,nonHet,33.35,Streblochondria,extinct,372.2,360.7,251.3,247.2,Famennian,Early Triassic
Streblopteria,257.05,nonHet,39.99,Streblopteria,extinct,372.2,360.7,254.17,252.17,Famennian,Permian
Striarca,0.01,nonHet,20.27,Striarca,extant,100.5,72.1,0.0117,0,Late Cretaceous,Cenozoic
Strigilla,0.01,Het,17.63,Strigilla,extant,37.2,33.9,0.0117,0,Priabonian,Holocene
Striostrea,0.01,nonHet,250,Striostrea,extant,66,56,0.781,0.126,Paleogene,Middle Pleistocene
Strophitus,0.01,nonHet,52.34,Strophitus,extant,72.1,66,72.1,66,Maastrichtian,
Strophocardia,0.01,nonHet,60.2,Strophocardia,extant,11.608,5.333,0.126,0.0117,Tortonian,Pleistocene
Subitopinna,0.01,nonHet,400,Subitopinna,extant,,,,,,
Sunetta,0.01,Het,54.4,Sunetta,extant,33.9,28.4,0.126,0.0117,Oligocene,Pleistocene
Symmorphomactra,0.01,Het,40.7,Symmorphomactra,extant,38,33.9,0.126,0,Priabonian,Holocene
Syncyclonema,69.05,nonHet,3.40625,Syncyclonema,extinct,237,201.3,66,61.6,Late Triassic,Danian
Synodontites,84.95,nonHet,30.46666667,Synodontites,extinct,,,,,,
Syrotrigonia,77.85,nonHet,47.27,Syrotrigonia,extinct,145,125,129.4,100.5,Early Cretaceous,
Taeniodon,200.3,nonHet,19.91,Taeniodon,extinct,208.5,201.3,208.5,201.3,Rhaetian,
Tagelus,0.01,Het,150,Tagelus,extant,37.2,33.9,0.0117,0,Priabonian,Holocene
Talabrica,0.01,nonHet,24.52,Talabrica,extant,2.588,0.781,2.588,0.781,Gelasian,Calabrian
Tancredia,63.8,Het,38.74,Tancredia,extinct,247.2,242,66,61.6,Middle Triassic,Danian
Tancrediopsis,385.2,nonHet,15.17,Tancrediopsis,extinct,471.8,460.9,393.3,387.7,Floian,Eifelian
Tapes,0.01,Het,108,Tapes,extant,247.2,242,0.0117,0,Middle Triassic,Cenozoic
Taria,0.01,nonHet,92.7,Taria,extant,5.333,3.6,0.0117,0,Pliocene,Holocene
Tawera,0.01,Het,58.5,Tawera,extant,41.3,38,0.0117,0,Bartonian,Holocene
Tellidora,0.01,nonHet,36.19,Tellidora,extant,70.6,66,0.0117,0,Maastrichtian,Cenozoic
Tellidorella,0.01,nonHet,5.6,Tellidorella,extant,47.8,41.3,3.6,2.588,Lutetian,Neogene
Tellimya,0.01,nonHet,7.5075,Tellimya,extant,5.333,3.6,0.0117,0,Pliocene,Holocene
Tellina,0.01,Het,70.95714286,Tellina,extant,247.2,242,0.0117,0,Middle Triassic,Cenozoic
Tellinides,0.01,Het,29.63,Tellinides,extant,5.333,0.0117,5.333,0.0117,Pliocene,Pleistocene
Tellinimera,63.8,nonHet,15.515,Tellinimera,extinct,83.6,72.1,66,61.6,Campanian,Danian
Tellinopsis,385.2,nonHet,21.46,Tellinopsis,extinct,393.3,382.7,387.7,382.7,Middle Devonian,
Tellurimya,164.8,nonHet,26.62,Tellurimya,extinct,166.1,163.5,166.1,163.5,Callovian,
Temblornia,0.01,Het,6.135897436,Temblornia,extinct,23.03,15.97,11.62,7.246,Aquitanian,Tortonian
Temnoconcha,0.01,Het,43.11,Temnoconcha,extant,48.6,28.4,0.126,0,Eocene,Holocene
Tenea,69.05,nonHet,22.77,Tenea,extinct,105.3,99.6,59.2,56,Albian,Paleocene
Tentidonax,0.01,Het,36,Tentidonax,extant,,,,,,
Tenuipteria,69.05,nonHet,31.86,Tenuipteria,extinct,72.1,66,70.6,66,Maastrichtian,
Terebrimya,96.9,Het,10.8225,Terebrimya,extinct,112.03,109,99.6,93.5,Albian,Turonian
Teredinopsis,1.3,Het,8.393333333,Teredinopsis,extinct,,,,,,
Teredo,0.01,Het,5.861666667,Teredo,extant,145,139.8,0.126,0.0117,Cretaceous,Pleistocene
Terquemia,160.4,nonHet,68.94285714,Terquemia,extinct,252.17,251.3,182.7,163.5,Triassic,Middle Jurassic
Tetoria,0.01,Het,34.94,Tetoria,extinct,163.5,145,99.6,93.5,Late Jurassic,Turonian
Tetorimya,160.4,nonHet,48.21,Tetorimya,extinct,174.1,168.4,164.7,161.2,Middle Jurassic,Oxfordian
Texigryphaea,96.9,nonHet,74.46,Texigryphaea,extinct,113,100.5,105.3,99.6,Albian,Cenomanian
Theora,0.01,Het,26.2,Theora,extant,3.6,2.588,0.0117,0,Piacenzian,Holocene
Thorslundia,449.1,nonHet,25.32,Thorslundia,extinct,453,445.2,453,445.2,Katian,
Thracia,0.01,nonHet,120,Thracia,extant,247.2,242,0.0117,0,Middle Triassic,Cenozoic
Thyasira,0.01,Het,16.21,Thyasira,extant,113,109,0.0117,0,Albian,Cenozoic
Timoclea,0.01,Het,35,Timoclea,extant,48.6,37.2,0.0117,0,Eocene,Holocene
Tindaria,0.01,nonHet,15,Tindaria,extant,61.6,56,3.6,2.588,Selandian,Neogene
Tindariopsis,0.01,nonHet,26.3,Tindariopsis,extant,5.333,3.6,0.0117,0,Pliocene,Holocene
Titanosarcolites,69.05,nonHet,120.6571429,Titanosarcolites,extinct,83.6,72.1,70.6,66,Campanian,Maastrichtian
Tivela,0.01,Het,176,Tivela,extant,152.1,145,0.126,0,Tithonian,Cenozoic
Tiza,31,Het,23.02,Tiza,extinct,33.9,28.1,33.9,28.1,Rupelian,
Tommasina,231.5,nonHet,78.58,Tommasina,extinct,251.3,247.2,232,215.56,Early Triassic,Norian
Torastarte,204.9,nonHet,27.75,Torastarte,extinct,208.5,201.6,196.5,189.6,Rhaetian,Pliensbachian
Tosapecten,167.2,nonHet,37.69,Tosapecten,extinct,247.2,242,208.5,201.3,Middle Triassic,Late Triassic
Toucasia,88.05,nonHet,42.26,Toucasia,extinct,136.4,130,99.6,93.5,Valanginian,Turonian
Trachycardium,0.01,Het,95.3,Trachycardium,extant,113,105.3,0.0117,0,Albian,Cenozoic
Transennella,0.01,nonHet,46,Transennella,extant,61.6,59.2,0.0117,0,Selandian,Holocene
Trapezium,0.01,Het,138.3,Trapezium,extant,251.2,242,0.126,0.0117,Olenekian,Pleistocene
Tresus,0.01,nonHet,280,Tresus,extant,28.4,23.03,0.126,0,Oligocene,Holocene
Triaphorus,231.5,nonHet,60.63,Triaphorus,extinct,247.2,242,221.5,201.3,Middle Triassic,Late Triassic
Trichomya,0.01,nonHet,99.56,Trichomya,extant,19,15.9,0.126,0.0117,Burdigalian,Pleistocene
Tridacna,0.01,Het,1368.7,Tridacna,extant,23.03,20.44,0.0117,0,Neogene,Holocene
Trigonarca,69.05,nonHet,86.2,Trigonarca,extinct,168.3,166.1,70.6,56,Bathonian,Paleocene
Trigonia,69.05,nonHet,79.71428571,Trigonia,extinct,298.9,295.5,66,56,Permian,Paleocene
Trigoniocardia,0.01,Het,17.8,Trigoniocardia,extant,38,33.9,0.126,0,Priabonian,Holocene
Trigonocallista,69.05,nonHet,74.16,Trigonocallista,extinct,100.5,93.9,72.1,66,Late Cretaceous,
Trigonodesma,35.95,nonHet,4.148333333,Trigonodesma,extinct,56,47.8,47.8,37.2,Ypresian,Eocene
Trigonopis,69.05,Het,10.38,Trigonopis,extinct,201.3,189.6,155.7,150.8,Early Jurassic,Jurassic
Trigonulina,0.01,nonHet,8,Trigonulina,extant,56,47.8,0.126,0.0117,Eocene,Pleistocene
Trinacria,39.65,nonHet,7.0825,Trinacria,extinct,93.9,89.8,13.82,11.62,Turonian,Serravallian
Trinitasia,18.21,nonHet,39.98666667,Trinitasia,extinct,20.44,15.97,5.333,3.6,Burdigalian,Zanclean
Triplicosta,51.9,nonHet,43.48,Triplicosta,extinct,,,,,,
Trisidos,0.01,nonHet,132.3,Trisidos,extant,33.9,28.4,2.588,0.0117,Oligocene,Pleistocene
Tucetilla,0.01,nonHet,41,Tucetilla,extant,,,,,,
Tucetonella,0.01,nonHet,11.5,Tucetonella,extant,,,,,,
Tugonia,0.01,Het,45,Tugonia,extant,48.6,37.2,48.6,37.2,Ypresian,Priabonian
Turkostrea,0.01,nonHet,46.33,Turkostrea,extinct,72.1,66,38,33.9,Maastrichtian,Eocene
Turnus,69.05,Het,22.69,Turnus,extinct,166.1,163.5,66,61.6,Callovian,Danian
Turtonia,0.01,nonHet,4,Turtonia,extant,2.588,0.0117,0.0117,0,Pleistocene,Holocene
Tutcheria,178.4,nonHet,3.22375,Tutcheria,extinct,228,215.56,180.1,174.1,Norian,Early Jurassic
Tylophora,409.2,nonHet,37.65,Tylophora,extinct,,,,,,
Uddenia,69.05,nonHet,8.044,Uddenia,extinct,83.6,72.1,66,61.6,Campanian,Danian
Undulostrea,0.01,nonHet,100.6,Undulostrea,extant,48.6,28.4,0.126,0,Eocene,Holocene
Unicardiopsis,154.7,nonHet,16.875,Unicardiopsis,extinct,,,,,,
Unio,0.01,nonHet,81.8,Unio,extant,247.2,242,0.0117,0,Middle Triassic,Cenozoic
Unionites,218.25,nonHet,29.98,Unionites,extinct,268.8,265.1,155.7,145,Wordian,Jurassic
Vaccinites,69.05,nonHet,56.09,Vaccinites,extinct,100.5,93.9,70.6,66,Late Cretaceous,
Vacunella,262.5,nonHet,179.375,Vacunella,extinct,323.2,307,254.17,252.17,Pennsylvanian,Permian
Valletia,136.35,nonHet,64.65333333,Valletia,extinct,,,,,,
Vanuxemia,449.1,nonHet,24.93,Vanuxemia,extinct,470,458.4,449.5,443.4,Middle Ordovician,Late Ordovician
Vasconella,35.95,nonHet,25,Vasconella,extinct,,,,,,
Vaugonia,148.55,nonHet,44.02,Vaugonia,extinct,201.3,199.3,148.5,145,Jurassic,
Velesunio,0.01,nonHet,62.6,Velesunio,,0.781,0.0117,0.126,0.0117,Middle Pleistocene,Late Pleistocene
Venericardia,0.01,Het,45.25,Venericardia,extant,190.8,183,0.126,0.0117,Pliensbachian,Pleistocene
Venericyprina,119,nonHet,13.045,Venericyprina,extinct,157.3,152.1,157.3,152.1,Kimmeridgian,
Venerupis,0.01,Het,58,Venerupis,extant,132.9,129.4,0.0117,0,Hauterivian,Cenozoic
Veniella,57.6,nonHet,50.49,Veniella,extinct,122.46,112.03,55.8,48.6,Aptian,Ypresian
Ventricolaria,0.01,Het,60.22,Ventricolaria,extant,33.9,28.1,0.126,0,Oligocene,Holocene
Venus,0.01,Het,72,Venus,extant,237,201.3,0.126,0.0117,Late Triassic,Pleistocene
Vepricardium,0.01,Het,80,Vepricardium,extant,56,47.8,0.0117,0,Eocene,Holocene
Verilarca,0.01,nonHet,22.3,Verilarca,extant,72.1,66,0.0117,0,Maastrichtian,Cenozoic
Versipella,0.01,nonHet,30,Versipella,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Verticipronus,0.01,nonHet,5.5,Verticipronus,extant,,,,,,
Verticordia,0.01,nonHet,36,Verticordia,extant,72.1,66,0.781,0.126,Maastrichtian,Middle Pleistocene
Vertipecten,0.01,nonHet,135.025,Vertipecten,extinct,41.3,33.9,15.97,5.333,Bartonian,Miocene
Vesicomya,0.01,Het,263,Vesicomya,extant,83.6,72.1,0.126,0.0117,Campanian,Pleistocene
Vetoarca,69.05,nonHet,11.105,Vetoarca,extinct,,,,,,
Viaderella,18.21,Het,17.75,Viaderella,extant,,,,,,
Vigorniella,421.1,nonHet,8.16,Vigorniella,extinct,423,419.2,423,419.2,Pridoli,
Vilasina,0.01,nonHet,27,Vilasina,extant,,,,,,
Villorita,0.01,nonHet,29.66,Villorita,extant,,,,,,
Vlasta,424.3,nonHet,80.44,Vlasta,extinct,457.5,455.8,419.2,393.3,Late Ordovician,Early Devonian
Vokesula,0.01,Het,8.408,Vokesula,extinct,61.7,59.2,5.333,3.6,Paleogene,Zanclean
Volachlamys,0.01,nonHet,79.4,Volachlamys,extant,2.588,0.0117,2.588,0.0117,Pleistocene,
Volsellina,262.5,nonHet,23.125,Volsellina,extinct,323.2,314.6,254.17,252.17,Pennsylvanian,Permian
Volupia,35.95,nonHet,5.811666667,Volupia,extinct,41.3,38,41.3,38,Bartonian,
Vulsella,0.01,nonHet,121,Vulsella,extant,100.5,93.9,0.126,0.0117,Late Cretaceous,Pleistocene
Vulsellina,39.65,nonHet,6.196666667,Vulsellina,extinct,,,,,,
Vultogryphaea,69.05,nonHet,114.8285714,Vultogryphaea,extinct,93.9,89.8,83.5,70.6,Turonian,Maastrichtian
Waagenoperna,218.25,nonHet,47.72941177,Waagenoperna,extinct,242,237,228,208.5,Ladinian,Norian
Wallucina,0.01,nonHet,10.88125,Wallucina,extant,2.588,0.0117,0.126,0.0117,Pleistocene,
Warburgia,449.1,nonHet,21.37,Warburgia,extinct,453,445.2,453,445.2,Katian,
Weyla,167.2,nonHet,72.66,Weyla,extinct,221.5,215.56,164.7,161.2,Norian,Oxfordian
Whiteavesia,455.7,nonHet,33.92,Whiteavesia,extinct,460.9,455.8,445.2,443.4,Darriwilian,Late Ordovician
Wilkingia,257.05,nonHet,47.77,Wilkingia,extinct,345,336,254.17,252.17,Visean,Permian
Xenocardita,119,nonHet,8.18,Xenocardita,extinct,125.45,122.46,125,113,Barremian,Aptian
Xylophagella,69.05,Het,17.91,Xylophagella,extinct,112.03,109,59.2,56,Albian,Paleocene
Xylophomya,69.05,Het,37.74,Xylophomya,extinct,,,,,,
Yaadia,69.05,nonHet,90.55714286,Yaadia,extinct,125,113,72.1,66,Aptian,Late Cretaceous
Yabepecten,0.01,nonHet,43.27777778,Yabepecten,extinct,3.6,2.588,3.6,2.588,Piacenzian,
Yokoyamaina,200.3,nonHet,46.8,Yokoyamaina,extinct,201.3,199.3,196.5,174.1,Early Jurassic,
Yoldia,0.01,nonHet,60,Yoldia,extant,345,336,0.0117,0,Visean,Cenozoic
Yoldiella,0.01,nonHet,18,Yoldiella,extant,72.1,66,0.0117,0,Maastrichtian,Cenozoic
Yvaniella,69.05,nonHet,65.88571429,Yvaniella,extinct,83.5,70.6,72.1,66,Campanian,Maastrichtian
Zealeda,0.01,nonHet,3.955,Zealeda,extant,12.7,11.608,12.7,11.608,Serravallian,Tortonian
Zelithophaga,0.01,nonHet,49,Zelithophaga,extant,,,,,,
Zirfaea,0.01,Het,143,Zirfaea,extant,28.1,23.03,0.126,0.0117,Chattian,Pleistocene
Zirlona,18.21,Het,20.16333333,Zirlona,extinct,,,,,,
Zygochlamys,0.01,nonHet,97,Zygochlamys,extant,33.9,28.4,0.0117,0,Oligocene,Holocene
